,id,fid,name,last_name,first_name,nickname,dob,dod,weight_class,last_weightIn,height,reach,birth_loc,current_loc,current_streak,last_fight,affiliation,win,lose,draw,nc,biography
93,17063799782439201162878453587411416161,53276,Rogério Bontorin,Bontorin,Rogério,N/A,1992-04-25,,Flyweight,125.5 lbs,165,170,"Adrianopolis, Parana, Brazil","Colombo, Parana, Brazil",1 Loss,"January 15, 2022",Gile Ribeiro Team,17,4,0,1,/fightcenter/fighters/53276-rogrio-bontorin
94,193140492770982954483093596468628697983,37760,Katlyn Chookagian,Chookagian,Katlyn,Blonde Fighter,1988-12-28,,Flyweight,125.5 lbs,175,173,"Quakertown, Pennsylvania","Jersey City, New Jersey",4 Wins,"May 14, 2022",Allstar Brazilian Jiu-Jitsu,18,4,0,0,/fightcenter/fighters/37760-katlyn-chookagian
95,136928399632258410313591149420547871039,19813,Jennifer Maia,Maia,Jennifer,N/A,1988-10-06,,Flyweight,126.0 lbs,163,163,"Curitiba, Parana, Brazil","Curitiba, Parana, Brazil",2 Losses,"March 26, 2022",Chute Boxe Monstro,19,9,1,0,/fightcenter/fighters/19813-jennifer-maia
96,275158761096540169248559860629706912131,48692,Viecheslav Borshchev,Borshchev,Viecheslav,Slava Claus,1992-01-08,,Lightweight,155.5 lbs,180,175,"Volgograd, Russia","Sacramento, California",1 Loss,"March 26, 2022",Team Alpha Male,6,2,0,0,/fightcenter/fighters/48692-vyacheslav-borshev
97,116108024598965484607363587011848325466,109057,Dakota Bush,Bush,Dakota,Hairy,1994-06-09,,Lightweight,155.8 lbs,178,185,United States,"Cuba, Missouri",1 Win,"May 20, 2022",,9,4,0,0,/fightcenter/fighters/109057-dakota-bush
98,304914560211509259616923519007126520472,25872,William Algeo,Algeo,William,Senor Perfecto,1989-06-09,,Featherweight,145.0 lbs,183,187,United States,"King of Prussia, Pennsylvania",1 Win,"January 15, 2022",Algeo MMA and Kickboxing,15,6,0,0,/fightcenter/fighters/25872-william-algeo-honey-badger
99,52185237924532509928938488921176683123,98539,Joanderson Sá Brito,Sá Brito,Joanderson,Tubarão,1995-02-11,,Featherweight,145.5 lbs,173,183,"Santa Helena, Maranhao, Brazil","Bauru, São Paulo, Brazil",1 Win,"April 30, 2022",Chute Boxe Bauru,13,3,1,0,/fightcenter/fighters/98539-joanderson-brito-tubarao
100,109230032011869787828502264402356471619,38304,Jamie Pickett,Pickett,Jamie,The Night Wolf,1988-08-29,,Middleweight,194.0 lbs,188,203,United States,"Wilmington, North Carolina",1 Loss,"February 19, 2022",Port City Sports Performance,13,7,0,0,/fightcenter/fighters/38304-jamie-pickett
101,11026574661437154104624308775826487813,159250,Joseph Holmes,Holmes,Joseph,Ugly Man,1995-07-04,,Middleweight,185.0 lbs,193,203,United States,Texas,1 Win,"May 21, 2022",,8,2,0,0,/fightcenter/fighters/159250-joseph-holmes
102,315447883369458009331800159710537803878,1824,Courtney Scott McGee,Scott McGee,Courtney,The Crusher,1984-12-12,,Welterweight,170.0 lbs,181,192,"Ogden, Utah, United States","Orem, Utah",1 Loss,"June 18, 2022",The Pit Elevated Fight Team,21,11,0,0,/fightcenter/fighters/court-mcgee-the-crusher
103,22782012553241770136866269708538057970,129794,Ramiz Brahimaj,Brahimaj,Ramiz,N/A,1992-11-17,,Welterweight,170.5 lbs,178,185,United States,"Bronx, New York",1 Win,"February 26, 2022",Fortis MMA,10,4,0,0,/fightcenter/fighters/129794-ramiz-brahimaj
104,258163682680835851666463090654159067074,13751,Brian Kelleher,Kelleher,Brian,Boom,1986-08-19,,Bantamweight,135.5 lbs,167,163,"Oceanside, New York, United States","Selden, New York",2 Losses,"June 25, 2022",Long Island MMA,24,14,0,0,/fightcenter/fighters/13751-Brian-Kelleher
105,263199238716552310566181657837864202517,10476,Kevin Croom,Croom,Kevin,Crash,1987-07-15,,Bantamweight,136.0 lbs,181,185,"Columbia, Missouri, United States","Kansas City, Missouri, United States",3 Losses,"April 16, 2022",,21,15,0,1,/fightcenter/fighters/kevin-croom-the-kremlin
106,90361211836254966610293537637252091780,91387,Trenton Joseph Brown,Joseph Brown,Trenton,Downtown,1990-05-22,,Featherweight,145.5 lbs,175,187,United States,"Little Rock, Arkansas",1 Loss,"June 25, 2022",Westside Fight Team,16,9,0,0,/fightcenter/fighters/91387-tj-brown
107,10528374488997067529875336685637553748,33009,Charles Rosa,Rosa,Charles,Boston Strong,1986-08-24,,Lightweight,156.0 lbs,175,175,"Peabody, Massachusetts","Boynton Beach, Florida",2 Losses,"January 15, 2022",American Top Team,14,7,0,0,/fightcenter/fighters/33009-charles-rosa
108,253126540920005628166603946142254472730,14023,Derrick Lewis,Lewis,Derrick,The Black Beast,1985-02-07,,Heavyweight,266.0 lbs,191,201,United States,"Houston, Texas",1 Loss,"February 12, 2022",Silverback Fight Club,26,9,0,1,/fightcenter/fighters/14023-derrick-lewis-the-black-beast
109,141227924784598726225552872597591361184,25880,Christopher Daukaus,Daukaus,Christopher,N/A,1989-09-25,,Heavyweight,243.0 lbs,191,193,"Philadelphia, Pennsylvania","Philadelphia, Pennsylvania",2 Losses,"March 26, 2022",Martinez BJJ,12,5,0,0,/fightcenter/fighters/25880-christopher-daukaus
110,12535416056378576574013232376294828195,32797,Belal Muhammad,Muhammad,Belal,Remember the Name,1988-07-09,,Welterweight,170.5 lbs,180,183,"Chicago, Illinois, United States","Chicago, Illinois, United States",7 Wins,"April 16, 2022",Chicago Fight Team,21,3,0,1,/fightcenter/fighters/32797-belal-muhammad
111,124991023662782347731689226531399984758,16753,Stephen Randall Thompson,Randall Thompson,Stephen,Wonderboy,1983-02-11,,Welterweight,170.5 lbs,183,191,"Simpsonville, South Carolina, United States","Simpsonville, South Carolina",2 Losses,"December 18, 2021",Upstate Karate,16,6,1,0,/fightcenter/fighters/16753-stephen-thompson-wonderboy
